0,1,2,3,4,5,6,7,8
0.6344827586206897,0.8734177215189873,0.946524064171123,0.8235294117647058,0.0,0.7578947368421053,0.8301886792452831,0.8444444444444444,0.6611570247933884
0.6754966887417219,0.8774193548387097,0.9365079365079365,0.7058823529411765,0.0,0.7755102040816326,0.7727272727272727,0.7801418439716312,0.6837606837606838
0.6845637583892618,0.8712871287128713,0.9267015706806283,0.8529411764705882,0.0,0.8080808080808081,0.9166666666666666,0.7846153846153846,0.78125
0.6527777777777778,0.858085808580858,0.9361702127659575,0.8181818181818182,0.0,0.7676767676767676,0.851063829787234,0.8413793103448276,0.6929133858267716
0.6802721088435374,0.9032258064516129,0.9490616621983914,0.8888888888888888,0.0,0.7524752475247525,0.8888888888888888,0.8275862068965517,0.6446280991735537
0.6438356164383562,0.8745980707395499,0.9380053908355795,0.8125,0.0,0.660377358490566,0.875,0.7910447761194029,0.65
0.5915492957746479,0.8810289389067524,0.948509485094851,0.9032258064516129,0.0,0.6923076923076923,0.7346938775510204,0.7555555555555555,0.578125
0.6928104575163399,0.8910891089108911,0.9214659685863874,0.7647058823529411,0.0,0.6451612903225806,0.7804878048780488,0.7375886524822695,0.5739130434782609
0.647887323943662,0.8726114649681529,0.9190600522193212,0.8615384615384616,0.0,0.8163265306122449,0.7142857142857143,0.7407407407407407,0.6086956521739131
0.6099290780141844,0.8668730650154799,0.9129287598944591,0.7868852459016393,0.0,0.673469387755102,0.8,0.7575757575757576,0.584070796460177
