0,1,2,3,4,5,6,7,8
0.2882882882882883,0.0,0.4354243542435424,0.0,0.0,0.0,0.0,0.0,0.0
0.20952380952380953,0.0,0.4317073170731707,0.0,0.0,0.0,0.0,0.0,0.0
0.21818181818181817,0.013333333333333334,0.4348894348894349,0.0,0.0,0.0,0.0,0.0,0.0
0.20754716981132076,0.0,0.43223443223443225,0.0,0.0,0.0,0.0,0.0,0.0
0.22641509433962265,0.013333333333333334,0.4338235294117647,0.0,0.0,0.0,0.0,0.0,0.0
0.1941747572815534,0.0,0.43137254901960786,0.0,0.0,0.0,0.0,0.0,0.0
0.13725490196078433,0.0,0.43084455324357407,0.0,0.0,0.0,0.0,0.0,0.0
0.1568627450980392,0.0,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0
0.1941747572815534,0.0,0.43296432964329645,0.0,0.0,0.0,0.0,0.0,0.0
0.24299065420560748,0.0,0.43564356435643564,0.0,0.0,0.0,0.0,0.0,0.0
