Kernel,C,C1_mean_auc_roc,C2_mean_auc_roc,C3_mean_auc_roc,C4_mean_auc_roc,C5_mean_auc_roc,C6_mean_auc_roc,C7_mean_auc_roc,C8_mean_auc_roc,C9_mean_auc_roc,overall_mean
linear,0.01,0.9953156172525819,0.9979412748606846,0.9994720402701034,0.9973664313910661,0.9987944071907549,0.995128665919515,0.9988442449415456,0.9775138366972493,0.9962080534816629,0.9951760635561292
linear,0.1,0.9921896389824159,0.9986336401928815,0.9996314608644209,0.9984217966013871,0.9986398476853452,0.9934506787491687,0.9980649545172788,0.9802189625595237,0.9927902745305859,0.9946712505203341
linear,1.0,0.9921915869709119,0.9981439009172369,0.9994629838428765,0.9979886901211616,0.9986398476853452,0.9933273188258294,0.9977314822201905,0.9784963988581346,0.9915806604545084,0.9941736522106884
linear,100.0,0.9921915869709119,0.9981439009172369,0.9976476826087662,0.9979197223014497,0.9986398476853452,0.9932099925299515,0.9920906122739531,0.9720756740475718,0.9916940801416082,0.992623677719644
linear,500.0,0.9921915869709119,0.9981439009172369,0.9978451618262014,0.9980709422597347,0.9986398476853452,0.992918238629718,0.9926682204870675,0.9708349901094326,0.9922656846289666,0.992619841501624
linear,1000.0,0.9921915869709119,0.9981439009172369,0.9977686558333794,0.998052271303232,0.9986398476853452,0.9928118900269289,0.9927972471321121,0.9682881199051545,0.9928540589202555,0.9923941754105063
linear,1500.0,0.9921915869709119,0.9981439009172369,0.9976053385924434,0.9980335432157371,0.9986398476853452,0.9928763868343997,0.9927525985131564,0.9670956070461448,0.9931274742059015,0.9922740315534754
