0,1,2,3,4,5,6,7,8
0.999177285424559,0.9939385096957317,0.9996572347114862,0.9995042414894789,1.0,0.977559198542805,0.9985472794506075,0.9714843931711401,0.9998896064469835
0.9965560785214097,0.9999734726901345,0.9996690542041935,0.9996694943263192,1.0,0.9876138433515482,0.9969624933967247,0.9678792389635763,0.9827234089529172
0.9981823747751886,0.999787781521076,0.9990898990615323,0.9991737358157982,1.0,0.9972313296903461,0.9998679344955097,0.9637623854491324,0.994949494949495
0.999234684115869,0.992850889991246,0.9972933361700116,0.9985127244684366,0.9800613496932515,0.9714754098360655,0.999405705229794,0.9752756198539332,0.9996412209526964
0.9968861209964412,0.9998538108844441,0.9998578687417831,0.9988965517241379,1.0,0.9944170771756979,0.9904761904761905,0.9821994408201304,0.9950239128631853
0.9998249980555339,1.0,0.9998803827751196,0.9951272643889016,1.0,0.9765309864319766,0.9982057416267942,0.9791325120614548,0.9994165045846068
0.998211091234347,0.9985026337602609,0.9999521531100478,0.9985095161660169,0.9992295839753467,0.9917125045837918,0.9964114832535885,0.9345636797976485,0.9971658794109475
0.9984388416204825,0.9999190807574041,0.9996396309821257,0.9987347596043249,0.9999999999999999,0.9905813097866077,0.9901333333333333,0.9828053652968036,0.999442399910784
0.9992962152017517,0.999945945945946,0.9985795454545454,0.99786866359447,0.9992260061919505,0.9940667035194398,0.985042735042735,0.9672424061941631,0.9967403628117915
0.99602428515472,0.9965877701348644,0.9983835166956185,0.9671705515808906,0.9984496124031008,0.9746400885935769,0.9957497212931995,0.9525559639158035,0.9980408858603066
