0,1,2,3,4,5,6,7,8
0.9837837837837838,0.9966329966329966,0.9971671388101983,0.9655172413793104,0.8,0.9782608695652174,1.0,0.9530201342281879,0.975609756097561
0.9621621621621622,0.9933333333333333,1.0,1.0,1.0,0.945054945054945,0.9795918367346939,0.9452054794520548,0.9917355371900827
0.9841269841269841,1.0,1.0,0.9508196721311475,0.8,0.989010989010989,1.0,0.9219858156028369,0.975609756097561
0.9424083769633508,0.9797297297297297,0.9943820224719101,1.0,0.8,0.9574468085106383,0.9787234042553191,0.9230769230769231,0.9833333333333333
0.967391304347826,0.9966329966329966,1.0,1.0,1.0,0.9473684210526315,0.9090909090909091,0.9798657718120806,0.9752066115702479
0.9945945945945946,1.0,1.0,0.9454545454545454,0.6666666666666666,0.9574468085106383,0.9565217391304348,0.9659863945578231,0.9836065573770492
0.9735449735449735,0.9932432432432432,0.9971509971509972,0.9333333333333333,1.0,0.9777777777777777,0.96,0.9130434782608695,0.9838709677419355
0.967391304347826,1.0,0.9971671388101983,0.9310344827586207,1.0,0.9887640449438202,1.0,0.9370629370629371,0.991869918699187
0.9726775956284153,0.9932432432432432,0.9971671388101983,0.9,0.6666666666666666,0.9361702127659575,0.8888888888888888,0.951048951048951,0.9915966386554622
0.967391304347826,0.9932432432432432,0.9971671388101983,0.9454545454545454,0.0,0.946236559139785,0.9545454545454546,0.9241379310344827,0.9752066115702479
