0,1,2,3,4,5,6,7,8
0.8863636363636364,0.9932885906040269,0.9888268156424581,0.8656716417910447,0.0,0.7920792079207921,0.92,0.8951048951048951,0.8596491228070176
0.8888888888888888,0.9770491803278688,0.9971830985915493,0.8656716417910447,0.0,0.8037383177570093,0.8979591836734694,0.9014084507042254,0.8181818181818182
0.9120879120879121,0.9798657718120806,0.9971830985915493,0.8285714285714286,0.0,0.84,0.9787234042553191,0.8714285714285714,0.8347826086956521
0.8914285714285715,0.9466666666666667,0.9859943977591037,0.8709677419354839,0.0,0.84,0.8163265306122449,0.9139072847682119,0.7964601769911505
0.8587570621468926,0.9539473684210527,0.9943820224719101,0.9206349206349206,0.0,0.8316831683168316,0.8888888888888888,0.8874172185430463,0.7777777777777778
0.9080459770114943,0.96,0.9915014164305949,0.9152542372881356,0.0,0.8627450980392157,0.9361702127659575,0.88,0.8347826086956521
0.8700564971751412,0.96,1.0,0.8235294117647058,0.5,0.7924528301886793,0.851063829787234,0.8740740740740741,0.8141592920353983
0.8700564971751412,0.9602649006622517,0.9832402234636871,0.8307692307692308,0.0,0.7676767676767676,0.8372093023255814,0.8611111111111112,0.7592592592592593
0.9017341040462428,0.98,0.9915492957746479,0.8235294117647058,0.0,0.8076923076923077,0.8372093023255814,0.8873239436619719,0.7889908256880734
0.8604651162790697,0.9508196721311475,0.9775280898876404,0.9,0.0,0.78,0.9565217391304348,0.8936170212765957,0.8214285714285714
