p,k,C1_mean_f1,C2_mean_f1,C3_mean_f1,C4_mean_f1,C5_mean_f1,C6_mean_f1,C7_mean_f1,C8_mean_f1,C9_mean_f1,overall_mean
2,2,0.9526232826690622,0.9886061132072219,0.996893387829316,0.923891818769191,0.21666666666666665,0.9401561936757743,0.9469152769172592,0.9315523841313844,0.9484305843193624,0.871748412020582
2,3,0.9468796820721155,0.9855933703088899,0.9963315814391903,0.9419894811227294,0.1833333333333333,0.9455436674036278,0.963013628638427,0.9258950912816551,0.9482341194891489,0.8707571061210131
2,4,0.9563482684081152,0.9852498334689382,0.9963220320125309,0.9220668306509083,0.11666666666666665,0.9372322651932874,0.9552308592295178,0.9266111143761433,0.9385199103557558,0.8593608644846514
2,5,0.950973591487562,0.9836267825852192,0.9963236100329992,0.9112034186295125,0.11666666666666665,0.9351969143007601,0.9423390986198532,0.9236440284733654,0.9421554147797577,0.8557921695084106
2,6,0.949586772415022,0.9823159496939683,0.9968869992555305,0.916226849865988,0.11666666666666665,0.929105101044493,0.9352880142329687,0.9214075265559579,0.9278895307396426,0.8528192678300264
2,7,0.9445333203041313,0.9820010240296988,0.9968869992555305,0.9199723028089555,0.06666666666666667,0.9257221532282639,0.928853027433046,0.9182715532386793,0.9273610168746942,0.8455853404266296
2,8,0.9450796541577949,0.9797157733397182,0.9966069322969933,0.9023459806350088,0.06666666666666667,0.9151363256467462,0.9098422498113244,0.9146329375796075,0.9067932301509953,0.8374244166983172
2,9,0.9428037885227656,0.9810358680299431,0.9968950380634022,0.903328207979517,0.06666666666666667,0.9140724027578193,0.9004565718723889,0.91162960516771,0.9082647594896109,0.8361281009499804
2,10,0.9406038090011307,0.9784503327910008,0.9966165129803194,0.8990691829586789,0.06666666666666667,0.9099519477486984,0.905585401962764,0.9079669757662252,0.8926961106557305,0.8330674378368017
2,11,0.9393671724254323,0.9767937290519402,0.9963348228394743,0.9003965688081236,0.06666666666666667,0.9084668685388524,0.8990676829834999,0.9075309215832419,0.8870802665475255,0.8313005221605284
2,12,0.9431514972079439,0.9761600655297883,0.995486547011415,0.8838856228395882,0.06666666666666667,0.9097244561393042,0.8945748380920147,0.9048039221766325,0.8829584406999113,0.8286013395959183
2,13,0.9413490742396794,0.9761899979428652,0.9949310750915428,0.8840604034737526,0.06666666666666667,0.9078835422440041,0.8931645522977606,0.9041139603457709,0.8831306297224902,0.8279433224471703
2,14,0.9425113289149618,0.975228370599196,0.9937947067166482,0.880960181707026,0.0,0.9045045127707223,0.8906275544119255,0.9017811871652774,0.8784949297607515,0.8186558635607233
2,15,0.9376861652636972,0.974898948957623,0.9932265248211805,0.8706756431424362,0.0,0.9036822892174048,0.8893749072112274,0.8959539456725562,0.8745047302789389,0.8155559060627849
2,16,0.9411318182194444,0.9739515075391326,0.9932233373733231,0.8603632100762436,0.0,0.903794619450705,0.8866063579310502,0.8975502703275182,0.8706969878716985,0.814146456532124
2,17,0.9335924811856637,0.9716928818789915,0.9929448301719226,0.8553994329438666,0.0,0.9079237464827081,0.8789823339902689,0.8921807035418488,0.8701109185376815,0.8114252587481059
2,18,0.9303312161762648,0.969139415568392,0.9920918199051021,0.8418741216452317,0.0,0.9108501487585776,0.86954395500711,0.8967150358535912,0.8652386928670186,0.8084204895312541
2,19,0.9263009774299888,0.9681550227293657,0.9918101433663434,0.8355388975545782,0.0,0.9108989888074177,0.8689918412105266,0.8911132966458359,0.8571863922991072,0.8055550622270182
2,20,0.9263961368446594,0.9662408428621351,0.9912371735369083,0.8303848003407795,0.0,0.913122272769832,0.8676538266608291,0.8878482059449038,0.8506657522710965,0.8037276679145715
2,21,0.9240490043709417,0.9655795007146712,0.9909571065783711,0.8244233518441257,0.0,0.9131729405868587,0.8676538266608291,0.8876698714756099,0.8487732369405846,0.8024754265746659
2,22,0.9203024297767998,0.964229626486538,0.9906705876195758,0.8233711676178617,0.0,0.9099980043335758,0.8676538266608291,0.88469827045267,0.8409826982411225,0.8002118456876636
2,23,0.9207013291410187,0.9629043157465033,0.9903825000409519,0.8079250425884013,0.0,0.9078474666991673,0.864723321167021,0.881794614753544,0.8345253520515781,0.796755993576465
2,24,0.9230970067068902,0.9619036909561002,0.9898175464768866,0.8011398849232221,0.0,0.9088826781294514,0.8667166766487485,0.8836273160259855,0.8275452153663162,0.7958588905815112
2,25,0.9192782255433543,0.9609263202799603,0.9895358699381278,0.8005769583319491,0.0,0.9108880566224515,0.8667166766487485,0.884037790018368,0.8232537803877745,0.7950237419745261
3,2,0.9333066868546458,0.981653531549967,0.9935241265160866,0.9106854846426593,0.08,0.8940164877947764,0.9065224401817465,0.9069156160204779,0.8756156762244436,0.8313600055316448
3,3,0.8993845146203258,0.9779587836012611,0.9929795215140966,0.9200853140321588,0.11666666666666665,0.8733781222116204,0.9321912980242371,0.9049311678193597,0.8621590143395647,0.8310816003143656
3,4,0.9026545003588575,0.9769263062802139,0.9932502321688202,0.8976875321972975,0.1833333333333333,0.8512622434842066,0.9243443408198925,0.8966674134899849,0.8601345513433488,0.8318067170528839
3,5,0.89087783094707,0.9726948634882794,0.9926869551396903,0.8929067975035718,0.18,0.8473614268936052,0.9178124680702322,0.8952957920552894,0.853470144404805,0.8270118087225048
3,6,0.8908927479921731,0.9720329363508433,0.9912959268337372,0.8755315815054632,0.05,0.8365375509641971,0.916837434264486,0.8909113565950098,0.8285824922856408,0.8058468918657278
3,7,0.8875104879911901,0.9694026293095073,0.9915744250161718,0.8726011449569182,0.05,0.8233317916825695,0.9122144033541533,0.88808994827413,0.8276922744727614,0.8024907894508224
3,8,0.8847884262602991,0.9661902150625096,0.9907388458613141,0.86445996663107,0.05,0.8118067697591602,0.8920072393764711,0.8865392570672702,0.8105472061560371,0.7952308806860146
3,9,0.8785621086094281,0.9661983332993728,0.991011031888031,0.8682854050469281,0.05,0.8142141801102231,0.8919070235269491,0.8815953283664744,0.798311317939691,0.7933427476430109
3,10,0.8787977279324986,0.9645960600695824,0.9907403269516996,0.8696815393904833,0.05,0.8126472060899393,0.8848795855229021,0.882121909054033,0.7982477115006309,0.7924124518346409
